C,max_iter,accuracy,precision,recall,f1
0.1,20,0.674892703862661,0.6565349544072948,0.5320197044334976,0.5877551020408163
0.1,20,0.6630901287553648,0.6311239193083573,0.5407407407407407,0.5824468085106383
0.1,20,0.6684549356223176,0.6445783132530121,0.528395061728395,0.5807327001356852
0.1,20,0.6752411575562701,0.6492753623188405,0.5517241379310345,0.5965379494007989
0.1,20,0.6602357984994641,0.6328358208955224,0.5221674876847291,0.572199730094467
0.1,20,0.677038626609442,0.6677316293929713,0.5147783251231527,0.5813630041724617
0.1,20,0.6791845493562232,0.6464088397790055,0.5777777777777777,0.6101694915254238
0.1,20,0.6781115879828327,0.6595744680851063,0.5358024691358024,0.5912806539509535
0.1,20,0.6516613076098606,0.6194690265486725,0.5172413793103449,0.563758389261745
0.1,20,0.6827438370846731,0.6608187134502924,0.5566502463054187,0.6042780748663101
0.1,20,0.6609442060085837,0.6424050632911392,0.5,0.5623268698060943
0.1,20,0.694206008583691,0.6714285714285714,0.5802469135802469,0.6225165562913907
0.1,20,0.6695278969957081,0.6447761194029851,0.5333333333333333,0.5837837837837838
0.1,20,0.6741693461950696,0.6526946107784432,0.5369458128078818,0.5891891891891892
0.1,20,0.6655948553054662,0.6350574712643678,0.5443349753694581,0.5862068965517241
0.1,20,0.6931330472103004,0.6863354037267081,0.5443349753694581,0.6071428571428571
0.1,20,0.6512875536480687,0.6219512195121951,0.5037037037037037,0.5566166439290586
0.1,20,0.6759656652360515,0.6510263929618768,0.5481481481481482,0.5951742627345844
0.1,20,0.6838156484458735,0.6666666666666666,0.5467980295566502,0.6008119079837618
0.1,20,0.6613076098606645,0.6470588235294118,0.4876847290640394,0.5561797752808989
0.1,20,0.6738197424892703,0.6545454545454545,0.5320197044334976,0.5869565217391304
0.1,20,0.6641630901287554,0.6263736263736264,0.562962962962963,0.5929778933680104
0.1,20,0.674892703862661,0.6408839779005525,0.5728395061728395,0.6049543676662321
0.1,20,0.6881028938906752,0.6758409785932722,0.5443349753694581,0.6030013642564801
0.1,20,0.6720257234726688,0.6479289940828402,0.5394088669950738,0.5887096774193548
0.1,20,0.6673819742489271,0.6395348837209303,0.541871921182266,0.5866666666666667
0.1,20,0.6609442060085837,0.6246498599439776,0.5506172839506173,0.5853018372703412
0.1,20,0.6738197424892703,0.6593059936908517,0.5160493827160494,0.5789473684210527
0.1,20,0.6730975348338692,0.6525679758308157,0.5320197044334976,0.5861601085481681
0.1,20,0.647374062165059,0.6191950464396285,0.49261083743842365,0.5486968449931413
0.1,20,0.6824034334763949,0.6589595375722543,0.5615763546798029,0.6063829787234043
0.1,20,0.6909871244635193,0.6735905044510386,0.5604938271604938,0.6118598382749326
0.1,20,0.6781115879828327,0.6512968299711815,0.5580246913580247,0.6010638297872342
0.1,20,0.6806002143622722,0.6677018633540373,0.5295566502463054,0.5906593406593407
0.1,20,0.677384780278671,0.6446280991735537,0.5763546798029556,0.6085825747724317
0.1,20,0.6416309012875536,0.608433734939759,0.4975369458128079,0.5474254742547426
0.1,20,0.6920600858369099,0.6766467065868264,0.5580246913580247,0.6116373477672531
0.1,20,0.6620171673819742,0.6380368098159509,0.5135802469135803,0.5690834473324213
0.1,20,0.6720257234726688,0.6453488372093024,0.5467980295566502,0.5920000000000001
0.1,20,0.6677384780278671,0.6420118343195266,0.5344827586206896,0.5833333333333333
0.1,20,0.6781115879828327,0.665625,0.5246305418719212,0.5867768595041322
0.1,20,0.6716738197424893,0.6468842729970327,0.5382716049382716,0.5876010781671159
0.1,20,0.6813304721030042,0.6569767441860465,0.5580246913580247,0.6034712950600801
0.1,20,0.6677384780278671,0.6283422459893048,0.5788177339901478,0.6025641025641025
0.1,20,0.6634512325830654,0.6402439024390244,0.5172413793103449,0.5722070844686649
0.1,20,0.6620171673819742,0.6350148367952523,0.5270935960591133,0.576043068640646
0.1,20,0.6673819742489271,0.6452599388379205,0.5209876543209877,0.5765027322404371
0.1,20,0.6899141630901288,0.6746987951807228,0.5530864197530864,0.6078697421981003
0.1,20,0.6580921757770632,0.6253602305475504,0.5344827586206896,0.5763612217795485
0.1,20,0.6516613076098606,0.6208955223880597,0.5123152709359606,0.5614035087719298
0.1,20,0.6909871244635193,0.6612021857923497,0.5960591133004927,0.6269430051813472
0.1,20,0.6845493562231759,0.6773162939297125,0.5234567901234568,0.5905292479108636
0.1,20,0.674892703862661,0.656441717791411,0.528395061728395,0.585499316005472
0.1,20,0.6816720257234726,0.6570605187319885,0.5615763546798029,0.6055776892430278
0.1,20,0.6902465166130761,0.672566371681416,0.5615763546798029,0.6120805369127517
0.1,20,0.6512875536480687,0.6147308781869688,0.5344827586206896,0.5718050065876152
0.1,20,0.6888412017167382,0.6716417910447762,0.5555555555555556,0.608108108108108
0.1,20,0.6609442060085837,0.6449511400651465,0.4888888888888889,0.5561797752808989
0.1,20,0.6452304394426581,0.6099706744868035,0.5123152709359606,0.5568942436412315
0.1,20,0.6891747052518756,0.6676300578034682,0.5689655172413793,0.6143617021276595
0.1,20,0.6791845493562232,0.6616314199395771,0.5394088669950738,0.5943012211668928
0.1,20,0.6834763948497854,0.6687116564417178,0.5382716049382716,0.5964432284541724
0.1,20,0.6598712446351931,0.6286549707602339,0.5308641975308642,0.5756358768406962
0.1,20,0.6688102893890675,0.6405797101449275,0.5443349753694581,0.588548601864181
0.1,20,0.6709539121114684,0.6402266288951841,0.5566502463054187,0.5955204216073782
0.1,20,0.6684549356223176,0.6373937677053825,0.5541871921182266,0.5928853754940712
0.1,20,0.6738197424892703,0.658307210031348,0.5185185185185185,0.580110497237569
0.1,20,0.6759656652360515,0.6574923547400612,0.5308641975308642,0.587431693989071
0.1,20,0.6655948553054662,0.6432926829268293,0.5197044334975369,0.5749318801089918
0.1,20,0.6795284030010718,0.6578171091445427,0.5492610837438424,0.5986577181208054
0.1,20,0.6899141630901288,0.6756756756756757,0.5541871921182266,0.6089309878213802
0.1,20,0.6587982832618026,0.6330275229357798,0.5111111111111111,0.5655737704918032
0.1,20,0.6673819742489271,0.6308539944903582,0.5654320987654321,0.5963541666666666
0.1,20,0.6827438370846731,0.6785714285714286,0.5147783251231527,0.5854341736694677
0.1,20,0.6784565916398714,0.6497175141242938,0.5665024630541872,0.6052631578947368
0.1,20,0.6555793991416309,0.631578947368421,0.5024630541871922,0.5596707818930041
0.1,20,0.6684549356223176,0.6325966850828729,0.5654320987654321,0.5971316818774446
0.1,20,0.677038626609442,0.655688622754491,0.5407407407407407,0.5926928281461433
0.1,20,0.692390139335477,0.6842105263157895,0.5443349753694581,0.6063100137174211
0.1,20,0.707395498392283,0.6894586894586895,0.5960591133004927,0.6393659180977542
0.1,20,0.648068669527897,0.6107954545454546,0.5295566502463054,0.5672823218997362
0.1,20,0.6652360515021459,0.6430769230769231,0.5160493827160494,0.5726027397260275
0.1,20,0.6684549356223176,0.6437125748502994,0.5308641975308642,0.5818673883626524
0.1,20,0.6816720257234726,0.6598240469208211,0.5541871921182266,0.6024096385542168
0.1,20,0.6645230439442658,0.6413373860182371,0.5197044334975369,0.5741496598639456
0.1,20,0.6566523605150214,0.6257309941520468,0.5270935960591133,0.5721925133689839
0.1,20,0.6684549356223176,0.6463414634146342,0.5234567901234568,0.5784447476125512
0.1,20,0.6920600858369099,0.6735294117647059,0.5654320987654321,0.614765100671141
0.1,20,0.6677384780278671,0.6325966850828729,0.5640394088669951,0.5963541666666666
0.1,20,0.6580921757770632,0.6346749226006192,0.5049261083743842,0.5624142661179699
0.1,20,0.6824034334763949,0.671875,0.5295566502463054,0.5922865013774105
0.1,20,0.6920600858369099,0.6735294117647059,0.5654320987654321,0.614765100671141
0.1,20,0.6663090128755365,0.638235294117647,0.5358024691358024,0.5825503355704696
0.1,20,0.6859592711682744,0.6628242074927954,0.5665024630541872,0.6108897742363877
0.1,20,0.6677384780278671,0.6463414634146342,0.5221674876847291,0.5776566757493188
0.1,20,0.6877682403433476,0.6706231454005934,0.5566502463054187,0.6083445491251682
0.1,20,0.6545064377682404,0.6149584487534626,0.5481481481481482,0.5796344647519582
0.1,20,0.6673819742489271,0.6498422712933754,0.508641975308642,0.5706371191135734
0.1,20,0.6559485530546624,0.624633431085044,0.5246305418719212,0.570281124497992
0.1,20,0.6655948553054662,0.6407185628742516,0.5270935960591133,0.5783783783783785
0.1,20,0.6738197424892703,0.6526946107784432,0.5369458128078818,0.5891891891891892
0.1,20,0.6824034334763949,0.6570605187319885,0.562962962962963,0.6063829787234044
0.1,20,0.6716738197424893,0.6451612903225806,0.5432098765432098,0.5898123324396781
0.1,20,0.6709539121114684,0.6348773841961853,0.5738916256157636,0.6028460543337647
0.1,20,0.677384780278671,0.6595744680851063,0.5344827586206896,0.5904761904761905
0.1,20,0.6813304721030042,0.6697819314641744,0.5295566502463054,0.591471801925722
0.1,20,0.6856223175965666,0.6609195402298851,0.5679012345679012,0.6108897742363878
0.1,20,0.6545064377682404,0.6292834890965732,0.49876543209876545,0.556473829201102
0.1,20,0.6730975348338692,0.6463768115942029,0.5492610837438424,0.5938748335552597
0.1,20,0.6816720257234726,0.6552706552706553,0.5665024630541872,0.6076618229854689
0.1,20,0.6652360515021459,0.6277173913043478,0.5689655172413793,0.5968992248062015
0.1,20,0.6706008583690987,0.6560509554140127,0.508641975308642,0.573018080667594
0.1,20,0.6845493562231759,0.6784565916398714,0.5209876543209877,0.5893854748603353
0.1,20,0.6645230439442658,0.6379821958456974,0.5295566502463054,0.5787348586810229
0.1,20,0.6795284030010718,0.6597014925373135,0.5443349753694581,0.5964912280701755
0.1,20,0.6641630901287554,0.6302521008403361,0.5541871921182266,0.5897771952817824
0.1,20,0.6652360515021459,0.6466876971608833,0.5061728395061729,0.5678670360110804
0.1,20,0.6920600858369099,0.6798780487804879,0.5506172839506173,0.6084583901773533
0.1,20,0.6881028938906752,0.6737160120845922,0.5492610837438424,0.6051560379918589
0.1,20,0.6763129689174705,0.6547619047619048,0.541871921182266,0.5929919137466308
0.1,20,0.6620171673819742,0.6444444444444445,0.5,0.5631067961165049
0.1,20,0.6673819742489271,0.6345609065155807,0.5530864197530864,0.5910290237467019
0.1,20,0.6673819742489271,0.6376811594202898,0.5432098765432098,0.5866666666666667
0.1,20,0.6838156484458735,0.6697247706422018,0.5394088669950738,0.597544338335607
0.1,20,0.6902465166130761,0.6811145510835913,0.541871921182266,0.6035665294924555
0.1,20,0.6587982832618026,0.6286549707602339,0.5295566502463054,0.5748663101604278
0.1,20,0.6663090128755365,0.632768361581921,0.5530864197530864,0.5902503293807642
0.1,20,0.6641630901287554,0.6369047619047619,0.528395061728395,0.5775978407557354
0.1,20,0.6741693461950696,0.656441717791411,0.5270935960591133,0.5846994535519127
0.1,20,0.654876741693462,0.625748502994012,0.5147783251231527,0.5648648648648649
0.1,20,0.6727467811158798,0.6446991404011462,0.5541871921182266,0.5960264900662252
0.1,20,0.677038626609442,0.6547619047619048,0.5432098765432098,0.5937921727395411
0.1,20,0.6866952789699571,0.6656891495601173,0.5604938271604938,0.6085790884718498
0.1,20,0.6806002143622722,0.6656441717791411,0.5344827586206896,0.592896174863388
0.1,20,0.6741693461950696,0.6482558139534884,0.5492610837438424,0.5946666666666667
0.1,20,0.6630901287553648,0.6402439024390244,0.5172413793103449,0.5722070844686649
0.1,20,0.6523605150214592,0.6167146974063401,0.528395061728395,0.5691489361702127
0.1,20,0.6845493562231759,0.6637168141592921,0.5555555555555556,0.6048387096774194
0.1,20,0.6784565916398714,0.6558823529411765,0.5492610837438424,0.5978552278820376
0.1,20,0.692390139335477,0.6765578635014837,0.5615763546798029,0.6137281292059219
0.1,20,0.6598712446351931,0.6352583586626139,0.5147783251231527,0.5687074829931972
0.1,20,0.648068669527897,0.6109510086455331,0.5234567901234568,0.5638297872340424
0.1,20,0.6759656652360515,0.6584615384615384,0.528395061728395,0.5863013698630137
0.1,20,0.6516613076098606,0.6253869969040248,0.4975369458128079,0.5541838134430727
0.1,20,0.6752411575562701,0.6501457725947521,0.5492610837438424,0.595460614152203
0.1,20,0.677038626609442,0.6605504587155964,0.5320197044334976,0.5893587994542975
0.1,20,0.6813304721030042,0.6646341463414634,0.5382716049382716,0.5948158253751705
0.1,20,0.6834763948497854,0.6527777777777778,0.5802469135802469,0.6143790849673203
0.1,20,0.6741693461950696,0.6491228070175439,0.5467980295566502,0.5935828877005348
0.1,20,0.6645230439442658,0.64576802507837,0.5073891625615764,0.5682758620689655
0.1,20,0.6845493562231759,0.6666666666666666,0.5517241379310345,0.6037735849056604
0.1,20,0.6512875536480687,0.6129943502824858,0.5358024691358024,0.5718050065876152
0.1,20,0.6974248927038627,0.6824925816023739,0.5679012345679012,0.6199460916442048
0.1,20,0.6559485530546624,0.6253687315634219,0.5221674876847291,0.5691275167785236
0.1,20,0.6806002143622722,0.6588235294117647,0.5517241379310345,0.6005361930294906
0.1,20,0.6727467811158798,0.6480938416422287,0.5443349753694581,0.5917001338688085
0.1,20,0.6813304721030042,0.6597633136094675,0.5506172839506173,0.6002691790040376
0.1,20,0.6684549356223176,0.6463414634146342,0.5234567901234568,0.5784447476125512
0.1,20,0.6688102893890675,0.6430678466076696,0.5369458128078818,0.5852348993288591
0.1,20,0.6827438370846731,0.6636904761904762,0.5492610837438424,0.601078167115903
0.1,20,0.6824034334763949,0.6687116564417178,0.5369458128078818,0.5956284153005464
0.1,20,0.6373390557939914,0.599406528189911,0.49876543209876545,0.5444743935309974
0.1,20,0.6877682403433476,0.6637931034482759,0.5703703703703704,0.6135458167330679
0.1,20,0.6966773847802786,0.6782608695652174,0.5763546798029556,0.6231691078561917
0.1,20,0.6709539121114684,0.6434782608695652,0.5467980295566502,0.5912117177097204
0.1,20,0.6684549356223176,0.6483180428134556,0.5221674876847291,0.5784447476125512
0.1,20,0.6427038626609443,0.6052631578947368,0.5111111111111111,0.5542168674698796
0.1,20,0.6791845493562232,0.6596385542168675,0.5407407407407407,0.5943012211668928
0.1,20,0.669882100750268,0.649390243902439,0.5246305418719212,0.5803814713896457
0.1,20,0.669882100750268,0.6416184971098265,0.5467980295566502,0.5904255319148936
0.1,20,0.6813304721030042,0.6636636636636637,0.5443349753694581,0.598105548037889
0.1,20,0.6695278969957081,0.6439169139465876,0.5358024691358024,0.5849056603773585
0.1,20,0.6791845493562232,0.6514285714285715,0.562962962962963,0.6039735099337749
0.1,20,0.6580921757770632,0.6407766990291263,0.4876847290640394,0.5538461538461539
0.1,20,0.6677384780278671,0.65,0.5123152709359606,0.5730027548209365
0.1,20,0.6866952789699571,0.6666666666666666,0.5615763546798029,0.609625668449198
0.1,20,0.6974248927038627,0.6782608695652174,0.5777777777777777,0.624
0.1,20,0.6523605150214592,0.6091644204851752,0.5580246913580247,0.5824742268041236
0.1,20,0.6570203644158628,0.6272189349112426,0.5221674876847291,0.5698924731182795
0.1,20,0.6891747052518756,0.6757575757575758,0.5492610837438424,0.6059782608695652
0.1,20,0.6802575107296137,0.652542372881356,0.5689655172413793,0.6078947368421052
0.1,20,0.6673819742489271,0.6426426426426426,0.528395061728395,0.5799457994579945
0.1,20,0.6663090128755365,0.638235294117647,0.5358024691358024,0.5825503355704696
0.1,20,0.6752411575562701,0.6555891238670695,0.5344827586206896,0.5888738127544098
0.1,20,0.6580921757770632,0.6314199395770392,0.5147783251231527,0.5671641791044775
0.1,20,0.6716738197424893,0.6445086705202312,0.5492610837438424,0.5930851063829787
0.1,20,0.6663090128755365,0.646875,0.5111111111111111,0.5710344827586206
0.1,20,0.6781115879828327,0.6454293628808865,0.5753086419753086,0.608355091383812
0.1,20,0.6709539121114684,0.6460176991150443,0.5394088669950738,0.5879194630872483
0.1,20,0.6784565916398714,0.6677215189873418,0.5197044334975369,0.5844875346260388
0.1,20,0.677038626609442,0.6495726495726496,0.5615763546798029,0.6023778071334215
0.1,20,0.6630901287553648,0.6366366366366366,0.5234567901234568,0.5745257452574526
0.1,20,0.6716738197424893,0.6451612903225806,0.5432098765432098,0.5898123324396781
0.1,20,0.6752411575562701,0.6528189910979229,0.541871921182266,0.5921938088829072
0.1,20,0.6634512325830654,0.6270718232044199,0.5591133004926109,0.5911458333333333
0.1,20,0.6963519313304721,0.6782608695652174,0.5763546798029556,0.6231691078561917
0.1,20,0.6555793991416309,0.63125,0.49876543209876545,0.5572413793103448
0.1,20,0.6781115879828327,0.6677316293929713,0.5160493827160494,0.5821727019498608
0.1,20,0.6527331189710611,0.629746835443038,0.49014778325123154,0.551246537396122
0.1,20,0.654876741693462,0.6265060240963856,0.5123152709359606,0.5636856368563686
0.1,20,0.6877682403433476,0.664756446991404,0.5714285714285714,0.614569536423841
0.1,20,0.6866952789699571,0.66189111747851,0.5703703703703704,0.6127320954907163
0.1,20,0.6641630901287554,0.6337209302325582,0.5382716049382716,0.582109479305741
0.1,20,0.6688102893890675,0.6373937677053825,0.5541871921182266,0.5928853754940712
0.1,20,0.6752411575562701,0.6501457725947521,0.5492610837438424,0.595460614152203
0.1,20,0.6566523605150214,0.6295180722891566,0.5147783251231527,0.5663956639566395
0.1,20,0.677038626609442,0.6595092024539877,0.5308641975308642,0.588235294117647
0.1,20,0.6888412017167382,0.6758409785932722,0.5456790123456791,0.603825136612022
0.1,20,0.6720257234726688,0.6436781609195402,0.5517241379310345,0.5941644562334217
0.1,20,0.6709539121114684,0.6443148688046647,0.5443349753694581,0.590120160213618
0.1,20,0.6802575107296137,0.6626506024096386,0.541871921182266,0.5962059620596206
0.1,20,0.6459227467811158,0.6175548589341693,0.48641975308641977,0.5441988950276243
0.1,20,0.6974248927038627,0.6742209631728046,0.5876543209876544,0.6279683377308707
0.1,20,0.6784565916398714,0.6409574468085106,0.5935960591133005,0.6163682864450128
0.1,20,0.6655948553054662,0.6441717791411042,0.5172413793103449,0.5737704918032787
0.1,20,0.6834763948497854,0.6750788643533123,0.5270935960591133,0.5919778699861687
0.1,20,0.6469957081545065,0.6091954022988506,0.5234567901234568,0.5630810092961488
0.1,20,0.677038626609442,0.6688311688311688,0.508641975308642,0.5778401122019635
