learning_rate,depth,rsm,subsample,min_data_in_leaf,accuracy,precision,recall,f1
0.08,5,0.9,0.6,140,0.6870310825294748,0.6759259259259259,0.5394088669950738,0.6
0.08,5,0.9,0.6,140,0.6741693461950696,0.6378378378378379,0.5812807881773399,0.6082474226804123
0.08,5,0.9,0.6,140,0.6920600858369099,0.6657381615598886,0.5886699507389163,0.6248366013071895
0.08,5,0.9,0.6,140,0.7049356223175965,0.6785714285714286,0.6098765432098765,0.6423927178153446
0.08,5,0.9,0.6,140,0.6899141630901288,0.6620111731843575,0.5851851851851851,0.6212319790301442
0.08,5,0.9,0.6,140,0.6902465166130761,0.667621776504298,0.5738916256157636,0.6172185430463576
0.08,5,0.9,0.6,140,0.7009646302250804,0.6798866855524079,0.5911330049261084,0.6324110671936759
0.08,5,0.9,0.6,140,0.6984978540772532,0.676056338028169,0.5911330049261084,0.6307490144546649
0.08,5,0.9,0.6,140,0.7049356223175965,0.6911764705882353,0.5802469135802469,0.6308724832214765
0.08,5,0.9,0.6,140,0.6620171673819742,0.630057803468208,0.5382716049382716,0.5805592543275633
0.08,5,0.9,0.6,140,0.6902465166130761,0.6647887323943662,0.5812807881773399,0.6202365308804204
0.08,5,0.9,0.6,140,0.6977491961414791,0.6781609195402298,0.5812807881773399,0.6259946949602121
0.08,5,0.9,0.6,140,0.6834763948497854,0.6554621848739496,0.5763546798029556,0.6133682830930538
0.08,5,0.9,0.6,140,0.6899141630901288,0.6567567567567567,0.6,0.6270967741935485
0.08,5,0.9,0.6,140,0.7103004291845494,0.7051671732522796,0.5728395061728395,0.6321525885558582
0.08,5,0.9,0.6,140,0.707395498392283,0.6894586894586895,0.5960591133004927,0.6393659180977542
0.08,5,0.9,0.6,140,0.69989281886388,0.6769662921348315,0.5935960591133005,0.6325459317585302
0.08,5,0.9,0.6,140,0.6824034334763949,0.6527777777777778,0.5788177339901478,0.6135770234986946
