n_estimators,max_depth,accuracy,precision,recall,f1
50,5,0.6630901287553648,0.7357512953367875,0.3506172839506173,0.4749163879598662
50,5,0.6459227467811158,0.676056338028169,0.35555555555555557,0.4660194174757281
50,5,0.6677384780278671,0.7201834862385321,0.3866995073891626,0.5032051282051282
50,5,0.6645230439442658,0.7048458149779736,0.39408866995073893,0.5055292259083728
50,5,0.6738197424892703,0.7741935483870968,0.35467980295566504,0.48648648648648646
50,5,0.657725321888412,0.7128712871287128,0.35555555555555557,0.4744645799011532
50,5,0.6523605150214592,0.7035175879396985,0.345679012345679,0.4635761589403973
50,5,0.6677384780278671,0.7242990654205608,0.3817733990147783,0.5
50,5,0.684887459807074,0.7477876106194691,0.41625615763546797,0.5348101265822786
50,5,0.6673819742489271,0.7264150943396226,0.3793103448275862,0.49838187702265363
50,5,0.6716738197424893,0.7368421052631579,0.3802469135802469,0.501628664495114
50,5,0.6373390557939914,0.6683417085427136,0.32839506172839505,0.44039735099337746
50,5,0.654876741693462,0.7019230769230769,0.35960591133004927,0.4755700325732899
50,5,0.6655948553054662,0.7397959183673469,0.35714285714285715,0.48172757475083056
50,5,0.6534334763948498,0.7044334975369458,0.3522167487684729,0.4696223316912972
50,5,0.6491416309012875,0.6788990825688074,0.3654320987654321,0.47512038523274475
50,5,0.648068669527897,0.6994818652849741,0.3333333333333333,0.45150501672240806
50,5,0.6655948553054662,0.7098214285714286,0.3916256157635468,0.5047619047619047
50,5,0.6806002143622722,0.7647058823529411,0.3842364532019704,0.5114754098360655
50,5,0.6427038626609443,0.6931216931216931,0.3226600985221675,0.4403361344537815
50,5,0.6394849785407726,0.6533333333333333,0.362962962962963,0.46666666666666673
50,5,0.6566523605150214,0.7114427860696517,0.3530864197530864,0.4719471947194719
50,5,0.6677384780278671,0.7181818181818181,0.3891625615763547,0.5047923322683706
50,5,0.6591639871382636,0.6929824561403509,0.3891625615763547,0.498422712933754
50,5,0.6469957081545065,0.6696035242290749,0.37438423645320196,0.48025276461295424
50,5,0.6706008583690987,0.7149122807017544,0.4024691358024691,0.5150078988941548
50,5,0.6630901287553648,0.7198067632850241,0.36790123456790125,0.4869281045751634
50,5,0.6570203644158628,0.6869565217391305,0.3891625615763547,0.4968553459119497
50,5,0.6463022508038585,0.7021276595744681,0.3251231527093596,0.4444444444444444
50,5,0.6727467811158798,0.806060606060606,0.3275862068965517,0.46584938704028017
50,5,0.6512875536480687,0.6818181818181818,0.37037037037037035,0.48
50,5,0.6437768240343348,0.6697674418604651,0.35555555555555557,0.4645161290322581
50,5,0.6763129689174705,0.7321428571428571,0.4039408866995074,0.5206349206349206
50,5,0.6452304394426581,0.7049180327868853,0.31773399014778325,0.4380305602716469
50,5,0.6587982832618026,0.7156862745098039,0.35960591133004927,0.478688524590164
50,5,0.6448497854077253,0.7032967032967034,0.3160493827160494,0.43611584327086883
50,5,0.6545064377682404,0.6930232558139535,0.36790123456790125,0.48064516129032264
50,5,0.6527331189710611,0.705,0.3472906403940887,0.46534653465346537
50,5,0.6677384780278671,0.7758620689655172,0.33251231527093594,0.46551724137931033
50,5,0.6555793991416309,0.7348066298342542,0.3275862068965517,0.45315161839863705
50,5,0.6598712446351931,0.7037037037037037,0.37530864197530867,0.48953301127214177
50,5,0.6512875536480687,0.6818181818181818,0.37037037037037035,0.48
50,5,0.6570203644158628,0.7128712871287128,0.35467980295566504,0.47368421052631576
50,5,0.632368703108253,0.6932515337423313,0.27832512315270935,0.39718804920913886
50,5,0.6545064377682404,0.7058823529411765,0.35467980295566504,0.47213114754098356
50,5,0.657725321888412,0.7193877551020408,0.34814814814814815,0.4692179700499167
50,5,0.6738197424892703,0.7095435684647303,0.4222222222222222,0.5294117647058824
50,5,0.6645230439442658,0.7409326424870466,0.3522167487684729,0.47746243739565947
50,5,0.654876741693462,0.7386363636363636,0.32019704433497537,0.4467353951890034
50,5,0.6491416309012875,0.680365296803653,0.3669950738916256,0.47680000000000006
50,5,0.6620171673819742,0.6956521739130435,0.3950617283950617,0.5039370078740157
50,5,0.6738197424892703,0.7370892018779343,0.38765432098765434,0.5080906148867315
50,5,0.6634512325830654,0.7090909090909091,0.3842364532019704,0.49840255591054305
50,5,0.6538049303322615,0.6828193832599119,0.3817733990147783,0.48973143759873616
50,5,0.657725321888412,0.7164179104477612,0.35467980295566504,0.47446457990115326
50,5,0.6587982832618026,0.7230769230769231,0.34814814814814815,0.47
50,5,0.6523605150214592,0.6832579185520362,0.3728395061728395,0.48242811501597443
50,5,0.6463022508038585,0.6711711711711712,0.3669950738916256,0.4745222929936306
50,5,0.6645230439442658,0.7123287671232876,0.3842364532019704,0.4992
50,5,0.657725321888412,0.6986301369863014,0.3768472906403941,0.48960000000000004
50,5,0.6609442060085837,0.7664670658682635,0.3160493827160494,0.44755244755244755
50,5,0.6684549356223176,0.7307692307692307,0.37530864197530867,0.4959216965742252
50,5,0.647374062165059,0.6934673366834171,0.3399014778325123,0.45619834710743795
50,5,0.6591639871382636,0.7222222222222222,0.3522167487684729,0.4735099337748344
50,5,0.6598712446351931,0.7542857142857143,0.3251231527093596,0.45438898450946646
50,5,0.6587982832618026,0.6899563318777293,0.39012345679012345,0.4984227129337539
50,5,0.6598712446351931,0.7340425531914894,0.34074074074074073,0.46543001686340635
50,5,0.6538049303322615,0.726775956284153,0.3275862068965517,0.45161290322580644
50,5,0.669882100750268,0.7552083333333334,0.35714285714285715,0.48494983277591974
50,5,0.6566523605150214,0.7239583333333334,0.34236453201970446,0.4648829431438127
50,5,0.6459227467811158,0.6744186046511628,0.35802469135802467,0.46774193548387094
50,5,0.6630901287553648,0.6691449814126395,0.4444444444444444,0.5341246290801187
50,5,0.6570203644158628,0.7311827956989247,0.33497536945812806,0.45945945945945943
50,5,0.647374062165059,0.6954314720812182,0.3374384236453202,0.4543946932006633
50,5,0.6609442060085837,0.7083333333333334,0.3768472906403941,0.49196141479099686
50,5,0.6630901287553648,0.7692307692307693,0.32098765432098764,0.45296167247386754
50,5,0.6620171673819742,0.7045454545454546,0.38271604938271603,0.49600000000000005
50,5,0.6688102893890675,0.7593582887700535,0.3497536945812808,0.478920741989882
50,5,0.6634512325830654,0.6885245901639344,0.41379310344827586,0.5169230769230768
50,5,0.6630901287553648,0.75,0.3399014778325123,0.46779661016949153
50,5,0.6491416309012875,0.7052631578947368,0.3308641975308642,0.45042016806722696
50,5,0.6706008583690987,0.7289719626168224,0.3851851851851852,0.5040387722132472
50,5,0.6677384780278671,0.7201834862385321,0.3866995073891626,0.5032051282051282
50,5,0.6645230439442658,0.7123287671232876,0.3842364532019704,0.4992
50,5,0.6437768240343348,0.6887755102040817,0.33251231527093594,0.44850498338870426
50,5,0.6652360515021459,0.7513513513513513,0.3432098765432099,0.47118644067796617
50,5,0.6706008583690987,0.7289719626168224,0.3851851851851852,0.5040387722132472
50,5,0.6527331189710611,0.6915887850467289,0.3645320197044335,0.4774193548387097
50,5,0.6655948553054662,0.7526881720430108,0.3448275862068966,0.472972972972973
50,5,0.6448497854077253,0.6829268292682927,0.3448275862068966,0.45826513911620304
50,5,0.6587982832618026,0.7543859649122807,0.31851851851851853,0.4479166666666667
50,5,0.6598712446351931,0.7340425531914894,0.34074074074074073,0.46543001686340635
50,5,0.6741693461950696,0.7107438016528925,0.4236453201970443,0.5308641975308641
50,5,0.6516613076098606,0.7055837563451777,0.34236453201970446,0.46102819237147596
50,5,0.6502145922746781,0.6709401709401709,0.3866995073891626,0.4906249999999999
50,5,0.6555793991416309,0.7164948453608248,0.3432098765432099,0.4641068447412353
50,5,0.6394849785407726,0.6927374301675978,0.30617283950617286,0.42465753424657543
50,5,0.6688102893890675,0.7276995305164319,0.3817733990147783,0.5008077544426494
50,5,0.6688102893890675,0.7412935323383084,0.3669950738916256,0.49093904448105435
50,5,0.6609442060085837,0.7064220183486238,0.3793103448275862,0.4935897435897435
50,5,0.657725321888412,0.6902654867256637,0.3851851851851852,0.49445324881141045
50,5,0.6545064377682404,0.7398843930635838,0.3160493827160494,0.4429065743944636
50,5,0.6484458735262594,0.7052631578947368,0.33004926108374383,0.44966442953020136
50,5,0.6763129689174705,0.7260869565217392,0.41133004926108374,0.5251572327044026
50,5,0.6727467811158798,0.7370892018779343,0.3866995073891626,0.507269789983845
50,5,0.6534334763948498,0.6933962264150944,0.362962962962963,0.4764991896272286
50,5,0.6491416309012875,0.7241379310344828,0.3111111111111111,0.4352331606217616
50,5,0.6763129689174705,0.7280701754385965,0.4088669950738916,0.5236593059936908
50,5,0.662379421221865,0.6986899563318777,0.39408866995073893,0.5039370078740157
50,5,0.657725321888412,0.7208121827411168,0.3497536945812808,0.47097844112769494
50,5,0.6587982832618026,0.7377049180327869,0.3333333333333333,0.4591836734693877
50,5,0.6405579399141631,0.675,0.3333333333333333,0.4462809917355372
50,5,0.6666666666666666,0.7294685990338164,0.37192118226600984,0.4926590538336052
50,5,0.639871382636656,0.6767676767676768,0.33004926108374383,0.44370860927152317
50,5,0.6641630901287554,0.7012987012987013,0.39901477832512317,0.5086342229199372
50,5,0.6727467811158798,0.7232142857142857,0.4,0.5151033386327505
50,5,0.6813304721030042,0.7523364485981309,0.39753086419753086,0.5201938610662359
50,5,0.6591639871382636,0.6946902654867256,0.3866995073891626,0.49683544303797467
50,5,0.6570203644158628,0.7107843137254902,0.35714285714285715,0.47540983606557385
50,5,0.6427038626609443,0.6852791878172588,0.33251231527093594,0.4477611940298507
50,5,0.6545064377682404,0.6966824644549763,0.362962962962963,0.4772727272727273
50,5,0.6534334763948498,0.7228260869565217,0.32839506172839505,0.45161290322580644
50,5,0.677384780278671,0.7536231884057971,0.3842364532019704,0.5089722675367047
50,5,0.6559485530546624,0.695852534562212,0.37192118226600984,0.48475120385232745
50,5,0.6620171673819742,0.7309644670050761,0.35467980295566504,0.47761194029850745
50,5,0.6545064377682404,0.6844444444444444,0.3802469135802469,0.48888888888888893
50,5,0.6545064377682404,0.7195767195767195,0.3358024691358025,0.45791245791245794
50,5,0.6484458735262594,0.7052631578947368,0.33004926108374383,0.44966442953020136
50,5,0.6591639871382636,0.6946902654867256,0.3866995073891626,0.49683544303797467
50,5,0.6491416309012875,0.6984924623115578,0.34236453201970446,0.459504132231405
50,5,0.657725321888412,0.7287234042553191,0.33827160493827163,0.4620573355817876
50,5,0.6630901287553648,0.7333333333333333,0.3530864197530864,0.4766666666666667
50,5,0.6645230439442658,0.7409326424870466,0.3522167487684729,0.47746243739565947
50,5,0.6452304394426581,0.6963350785340314,0.3275862068965517,0.44556113902847566
50,5,0.6738197424892703,0.755,0.37192118226600984,0.49834983498349833
50,5,0.6706008583690987,0.7474747474747475,0.3654320987654321,0.49087893864013266
50,5,0.657725321888412,0.680672268907563,0.4,0.5038880248833593
50,5,0.6602357984994641,0.7129186602870813,0.3669950738916256,0.4845528455284553
50,5,0.6570203644158628,0.6902654867256637,0.3842364532019704,0.4936708860759493
50,5,0.6738197424892703,0.7428571428571429,0.3842364532019704,0.5064935064935064
50,5,0.6566523605150214,0.695852534562212,0.3728395061728395,0.4855305466237942
50,5,0.6545064377682404,0.6877828054298643,0.37530864197530867,0.4856230031948882
50,5,0.6430868167202572,0.7016574585635359,0.312807881773399,0.4327086882453151
50,5,0.6602357984994641,0.7129186602870813,0.3669950738916256,0.4845528455284553
50,5,0.6512875536480687,0.6723404255319149,0.3891625615763547,0.49297971918876765
50,5,0.6502145922746781,0.6755555555555556,0.37530864197530867,0.48253968253968255
50,5,0.6813304721030042,0.7673267326732673,0.38271604938271603,0.5107084019769358
50,5,0.6688102893890675,0.7117903930131004,0.4014778325123153,0.5133858267716536
50,5,0.6420150053590568,0.7045454545454546,0.3054187192118227,0.42611683848797255
50,5,0.6641630901287554,0.7268292682926829,0.3669950738916256,0.48772504091653024
50,5,0.657725321888412,0.6972477064220184,0.37530864197530867,0.4879614767255217
50,5,0.6405579399141631,0.6923076923076923,0.3111111111111111,0.42930153321976156
50,5,0.6795284030010718,0.7442922374429224,0.4014778325123153,0.5216
50,5,0.6816720257234726,0.7443946188340808,0.4088669950738916,0.5278219395866455
50,5,0.6727467811158798,0.7589743589743589,0.3645320197044335,0.4925124792013311
50,5,0.6373390557939914,0.6871508379888268,0.3037037037037037,0.4212328767123288
50,5,0.6448497854077253,0.6681818181818182,0.362962962962963,0.4704000000000001
50,5,0.654876741693462,0.7441860465116279,0.31527093596059114,0.4429065743944636
50,5,0.6580921757770632,0.6804979253112033,0.4039408866995074,0.5069551777434312
50,5,0.657725321888412,0.6933333333333334,0.3842364532019704,0.49445324881141045
50,5,0.6834763948497854,0.7644230769230769,0.3925925925925926,0.5187601957585645
50,5,0.6641630901287554,0.7149532710280374,0.37777777777777777,0.494345718901454
50,5,0.6602357984994641,0.6960352422907489,0.3891625615763547,0.49921011058451825
50,5,0.6859592711682744,0.7533632286995515,0.41379310344827586,0.534181240063593
50,5,0.6491416309012875,0.6889952153110048,0.35467980295566504,0.4682926829268293
50,5,0.6566523605150214,0.7114427860696517,0.3530864197530864,0.4719471947194719
50,5,0.6459227467811158,0.6884422110552764,0.33827160493827163,0.45364238410596025
50,5,0.6495176848874598,0.6908212560386473,0.3522167487684729,0.46655791190864604
50,5,0.6570203644158628,0.7336956521739131,0.33251231527093594,0.45762711864406774
50,5,0.6437768240343348,0.6608695652173913,0.37438423645320196,0.47798742138364775
50,5,0.6566523605150214,0.6940639269406392,0.37530864197530867,0.4871794871794872
50,5,0.6791845493562232,0.8011363636363636,0.34814814814814815,0.48537005163511193
50,5,0.6591639871382636,0.7075471698113207,0.3694581280788177,0.4854368932038834
50,5,0.6709539121114684,0.726027397260274,0.3916256157635468,0.5088
50,5,0.6587982832618026,0.7178217821782178,0.35714285714285715,0.47697368421052627
50,5,0.6394849785407726,0.7116564417177914,0.28641975308641976,0.40845070422535207
50,5,0.6555793991416309,0.7333333333333333,0.32592592592592595,0.4512820512820513
50,5,0.6559485530546624,0.7401129943502824,0.3226600985221675,0.44939965694682676
50,5,0.6420150053590568,0.6782178217821783,0.3374384236453202,0.4506578947368421
50,5,0.6587982832618026,0.7444444444444445,0.33004926108374383,0.4573378839590444
50,5,0.6673819742489271,0.7251184834123223,0.37777777777777777,0.4967532467532467
50,5,0.6512875536480687,0.6754385964912281,0.3802469135802469,0.4865718799368088
50,5,0.677384780278671,0.7272727272727273,0.41379310344827586,0.5274725274725275
50,5,0.6720257234726688,0.7403846153846154,0.3793103448275862,0.501628664495114
50,5,0.6459227467811158,0.6743119266055045,0.3620689655172414,0.4711538461538461
50,5,0.6427038626609443,0.6894736842105263,0.3234567901234568,0.44033613445378156
50,5,0.6351931330472103,0.6737967914438503,0.3111111111111111,0.42567567567567566
50,5,0.6645230439442658,0.7409326424870466,0.3522167487684729,0.47746243739565947
50,5,0.6720257234726688,0.7717391304347826,0.3497536945812808,0.48135593220338985
50,5,0.6319742489270386,0.6412556053811659,0.3522167487684729,0.45468998410174877
50,5,0.6566523605150214,0.6888888888888889,0.38271604938271603,0.49206349206349204
50,5,0.6534334763948498,0.6863636363636364,0.3728395061728395,0.48319999999999996
50,5,0.6580921757770632,0.7081339712918661,0.3645320197044335,0.48130081300813016
50,5,0.6602357984994641,0.7305699481865285,0.3472906403940887,0.4707846410684474
50,5,0.6545064377682404,0.6779661016949152,0.39408866995073893,0.4984423676012461
50,5,0.6351931330472103,0.6701570680628273,0.3160493827160494,0.42953020134228187
50,5,0.657725321888412,0.7047619047619048,0.3654320987654321,0.4813008130081301
50,5,0.6677384780278671,0.7330097087378641,0.37192118226600984,0.4934640522875817
50,5,0.6538049303322615,0.6948356807511737,0.3645320197044335,0.4781906300484653
50,5,0.6341201716738197,0.6683937823834197,0.31773399014778325,0.43071786310517535
50,5,0.6684549356223176,0.7285714285714285,0.37777777777777777,0.49756097560975604
50,5,0.6620171673819742,0.7122641509433962,0.3728395061728395,0.4894651539708265
50,5,0.6913183279742765,0.7478991596638656,0.43842364532019706,0.5527950310559007
50,5,0.6613076098606645,0.7184466019417476,0.3645320197044335,0.48366013071895425
50,5,0.6459227467811158,0.680952380952381,0.3522167487684729,0.46428571428571436
50,5,0.6663090128755365,0.6753731343283582,0.4469135802469136,0.537890044576523
50,5,0.6437768240343348,0.7134502923976608,0.3012345679012346,0.4236111111111111
50,5,0.6216505894962486,0.6586826347305389,0.270935960591133,0.38394415357766143
50,5,0.684887459807074,0.7745098039215687,0.3891625615763547,0.5180327868852459
50,5,0.6727467811158798,0.7348837209302326,0.3891625615763547,0.5088566827697263
50,5,0.677038626609442,0.7342342342342343,0.4024691358024691,0.5199362041467305
50,5,0.648068669527897,0.6681222707423581,0.37777777777777777,0.48264984227129337
50,5,0.6806002143622722,0.7389380530973452,0.41133004926108374,0.5284810126582279
50,5,0.662379421221865,0.7407407407407407,0.3448275862068966,0.4705882352941177
50,5,0.6469957081545065,0.712707182320442,0.31773399014778325,0.43952299829642244
50,5,0.6459227467811158,0.7071823204419889,0.3160493827160494,0.43686006825938567
50,5,0.6523605150214592,0.6832579185520362,0.3728395061728395,0.48242811501597443
50,5,0.6334405144694534,0.6538461538461539,0.33497536945812806,0.4429967426710098
50,5,0.6709539121114684,0.7124463519313304,0.4088669950738916,0.5195618153364632
50,5,0.6684549356223176,0.7389162561576355,0.3694581280788177,0.49261083743842354
50,5,0.6512875536480687,0.698019801980198,0.34814814814814815,0.4645799011532125
50,5,0.6491416309012875,0.695,0.3432098765432099,0.459504132231405
50,5,0.647374062165059,0.6878048780487804,0.3472906403940887,0.4615384615384615
50,5,0.6409431939978564,0.6878306878306878,0.32019704433497537,0.43697478991596633
50,5,0.6652360515021459,0.7397959183673469,0.35714285714285715,0.48172757475083056
50,5,0.6673819742489271,0.7435897435897436,0.35802469135802467,0.4833333333333333
50,5,0.6598712446351931,0.676,0.41728395061728396,0.5160305343511451
50,5,0.669882100750268,0.7207207207207207,0.39408866995073893,0.5095541401273885
50,5,0.6613076098606645,0.725,0.35714285714285715,0.4785478547854786
50,5,0.6448497854077253,0.6923076923076923,0.33251231527093594,0.44925124792013305
50,5,0.6716738197424893,0.751269035532995,0.3654320987654321,0.4916943521594685
50,5,0.6620171673819742,0.6991150442477876,0.39012345679012345,0.5007923930269413
50,5,0.6559485530546624,0.6872246696035242,0.3842364532019704,0.49289099526066343
50,5,0.6538049303322615,0.6985645933014354,0.35960591133004927,0.47479674796747967
50,5,0.6620171673819742,0.7177033492822966,0.3694581280788177,0.4878048780487805
50,5,0.6609442060085837,0.7305699481865285,0.34814814814814815,0.47157190635451507
50,5,0.6566523605150214,0.6976744186046512,0.37037037037037035,0.48387096774193544
50,5,0.6505894962486602,0.717391304347826,0.3251231527093596,0.44745762711864406
50,5,0.6452304394426581,0.7094972067039106,0.312807881773399,0.43418803418803414
50,5,0.6566523605150214,0.7388888888888889,0.3275862068965517,0.45392491467576795
50,5,0.6673819742489271,0.7209302325581395,0.38271604938271603,0.5
50,5,0.6566523605150214,0.683982683982684,0.39012345679012345,0.4968553459119497
50,5,0.6484458735262594,0.7166666666666667,0.31773399014778325,0.4402730375426621
50,5,0.6559485530546624,0.7297297297297297,0.33251231527093594,0.4568527918781725
50,5,0.6545064377682404,0.6981132075471698,0.3645320197044335,0.47896440129449847
50,5,0.657725321888412,0.680672268907563,0.4,0.5038880248833593
50,5,0.6609442060085837,0.7089201877934272,0.3728395061728395,0.488673139158576
50,5,0.6634512325830654,0.7473118279569892,0.34236453201970446,0.4695945945945946
50,5,0.6613076098606645,0.7027027027027027,0.3842364532019704,0.49681528662420377
50,5,0.6555793991416309,0.7202072538860104,0.34236453201970446,0.4641068447412354
50,5,0.6663090128755365,0.719626168224299,0.3802469135802469,0.4975767366720517
50,5,0.6534334763948498,0.7157894736842105,0.3358024691358025,0.4571428571428572
50,5,0.6259378349410504,0.6301369863013698,0.3399014778325123,0.44159999999999994
50,5,0.6655948553054662,0.7136363636363636,0.3866995073891626,0.501597444089457
50,5,0.6630901287553648,0.7169811320754716,0.37438423645320196,0.4919093851132686
50,5,0.6545064377682404,0.7426900584795322,0.3135802469135803,0.44097222222222227
50,5,0.6727467811158798,0.7631578947368421,0.35802469135802467,0.4873949579831933
50,5,0.6720257234726688,0.7551020408163265,0.3645320197044335,0.4916943521594684
50,5,0.6666666666666666,0.7411167512690355,0.35960591133004927,0.4842454394693201
50,5,0.6459227467811158,0.6792452830188679,0.35467980295566504,0.4660194174757282
50,5,0.648068669527897,0.7333333333333333,0.29876543209876544,0.4245614035087719
