n_neighbors,accuracy,precision,recall,f1
1,0.6330472103004292,0.5869565217391305,0.5320197044334976,0.5581395348837209
1,0.6148068669527897,0.5598958333333334,0.5308641975308642,0.5449936628643853
1,0.6405579399141631,0.5935828877005348,0.5481481481481482,0.5699614890885751
1,0.6195069667738478,0.5662337662337662,0.5369458128078818,0.5512010113780026
1,0.5980707395498392,0.5384615384615384,0.5344827586206896,0.5364647713226205
1,0.628755364806867,0.5806451612903226,0.5320197044334976,0.5552699228791774
1,0.6437768240343348,0.5978552278820375,0.5506172839506173,0.5732647814910025
1,0.6137339055793991,0.5578406169665809,0.5358024691358024,0.5465994962216624
1,0.6034297963558414,0.546875,0.5172413793103449,0.5316455696202532
1,0.6227224008574491,0.5754189944134078,0.5073891625615764,0.5392670157068064
1,0.6362660944206009,0.5861182519280206,0.5615763546798029,0.5735849056603773
1,0.630901287553648,0.5884057971014492,0.5012345679012346,0.5413333333333333
1,0.6384120171673819,0.585427135678392,0.5753086419753086,0.5803237858032378
1,0.6334405144694534,0.5893854748603352,0.5197044334975369,0.5523560209424084
1,0.6259378349410504,0.5714285714285714,0.5615763546798029,0.5664596273291925
1,0.6266094420600858,0.5775401069518716,0.5320197044334976,0.5538461538461539
1,0.648068669527897,0.6005221932114883,0.5679012345679012,0.583756345177665
1,0.6148068669527897,0.5605263157894737,0.5259259259259259,0.5426751592356688
1,0.6377277599142551,0.5876288659793815,0.5615763546798029,0.5743073047858942
1,0.6302250803858521,0.5844875346260388,0.5197044334975369,0.5501955671447196
1,0.6148068669527897,0.5626666666666666,0.5197044334975369,0.5403329065300897
1,0.6330472103004292,0.5867768595041323,0.5259259259259259,0.5546875
1,0.6148068669527897,0.5595854922279793,0.5333333333333333,0.5461441213653602
1,0.6355841371918542,0.5859375,0.5541871921182266,0.569620253164557
1,0.6270096463022508,0.5739795918367347,0.5541871921182266,0.5639097744360904
1,0.6062231759656652,0.5506493506493506,0.5221674876847291,0.5360303413400759
1,0.6266094420600858,0.5785123966942148,0.5185185185185185,0.5468749999999999
1,0.6330472103004292,0.58311345646438,0.5456790123456791,0.5637755102040817
1,0.6227224008574491,0.5737704918032787,0.5172413793103449,0.5440414507772022
1,0.6355841371918542,0.5882352941176471,0.541871921182266,0.5641025641025641
1,0.6062231759656652,0.5546218487394958,0.4876847290640394,0.5190039318479686
1,0.6233905579399142,0.5665024630541872,0.5679012345679012,0.5672009864364982
1,0.6094420600858369,0.5529715762273901,0.528395061728395,0.5404040404040403
1,0.6559485530546624,0.6059850374064838,0.5985221674876847,0.6022304832713755
1,0.6227224008574491,0.572972972972973,0.5221674876847291,0.5463917525773196
1,0.6266094420600858,0.5743589743589743,0.5517241379310345,0.5628140703517588
1,0.6233905579399142,0.5721925133689839,0.528395061728395,0.5494223363286262
1,0.6266094420600858,0.5732647814910026,0.5506172839506173,0.5617128463476071
1,0.6045016077170418,0.5490716180371353,0.5098522167487685,0.5287356321839081
1,0.6227224008574491,0.5714285714285714,0.5320197044334976,0.5510204081632653
1,0.6115879828326181,0.5561224489795918,0.5369458128078818,0.5463659147869674
1,0.6341201716738197,0.582901554404145,0.5555555555555556,0.5689001264222502
1,0.6072961373390557,0.5534246575342465,0.49876543209876545,0.5246753246753246
1,0.6302250803858521,0.5822102425876011,0.5320197044334976,0.555984555984556
1,0.6484458735262594,0.6005154639175257,0.5738916256157636,0.5869017632241814
1,0.6180257510729614,0.5651041666666666,0.5344827586206896,0.5493670886075949
1,0.6587982832618026,0.6178861788617886,0.562962962962963,0.5891472868217054
1,0.621244635193133,0.5684210526315789,0.5333333333333333,0.5503184713375796
1,0.6162915326902465,0.5659340659340659,0.5073891625615764,0.5350649350649351
1,0.6345123258306538,0.5871313672922251,0.5394088669950738,0.5622593068035943
1,0.648068669527897,0.6031746031746031,0.5615763546798029,0.5816326530612244
1,0.630901287553648,0.5809018567639257,0.5407407407407407,0.5601023017902813
1,0.6266094420600858,0.5768194070080862,0.528395061728395,0.5515463917525771
1,0.6130760986066452,0.5569620253164557,0.541871921182266,0.5493133583021224
1,0.6141479099678456,0.56353591160221,0.5024630541871922,0.53125
1,0.6266094420600858,0.5788043478260869,0.5246305418719212,0.5503875968992247
1,0.6405579399141631,0.5911458333333334,0.5604938271604938,0.5754119138149557
1,0.6512875536480687,0.6047120418848168,0.5703703703703704,0.5870393900889455
1,0.6002143622722401,0.5413533834586466,0.5320197044334976,0.5366459627329192
1,0.6055734190782422,0.55,0.5147783251231527,0.5318066157760813
1,0.6695278969957081,0.6237373737373737,0.6083743842364532,0.6159600997506234
1,0.628755364806867,0.5799457994579946,0.528395061728395,0.5529715762273901
1,0.619098712446352,0.569060773480663,0.508641975308642,0.5371577574967406
1,0.632368703108253,0.5813953488372093,0.5541871921182266,0.5674653215636822
1,0.6441586280814576,0.5948717948717949,0.5714285714285714,0.5829145728643216
1,0.6394849785407726,0.5925925925925926,0.5517241379310345,0.5714285714285714
1,0.6115879828326181,0.5549872122762148,0.5358024691358024,0.5452261306532663
1,0.6030042918454935,0.544529262086514,0.528395061728395,0.5363408521303257
1,0.617363344051447,0.5614035087719298,0.5517241379310345,0.5565217391304348
1,0.5980707395498392,0.5424657534246575,0.4876847290640394,0.5136186770428016
1,0.6255364806866953,0.5736434108527132,0.5467980295566502,0.5598991172761665
1,0.6105150214592274,0.553030303030303,0.5407407407407407,0.5468164794007491
1,0.6351931330472103,0.5862068965517241,0.5456790123456791,0.5652173913043479
1,0.6012861736334405,0.5431472081218274,0.5270935960591133,0.535
1,0.632368703108253,0.5844504021447721,0.5369458128078818,0.5596919127086007
1,0.6030042918454935,0.5489130434782609,0.4975369458128079,0.5219638242894057
1,0.6416309012875536,0.5912596401028277,0.5679012345679012,0.579345088161209
1,0.6416309012875536,0.5922077922077922,0.562962962962963,0.5772151898734177
1,0.6034297963558414,0.5476190476190477,0.5098522167487685,0.5280612244897959
1,0.6345123258306538,0.5839793281653747,0.5566502463054187,0.5699873896595209
1,0.6298283261802575,0.5822102425876011,0.5320197044334976,0.555984555984556
1,0.6233905579399142,0.5725806451612904,0.5259259259259259,0.5482625482625484
1,0.6223175965665236,0.5710455764075067,0.5259259259259259,0.5475578406169666
1,0.6312968917470525,0.5782828282828283,0.5640394088669951,0.5710723192019951
1,0.6130760986066452,0.5603217158176944,0.5147783251231527,0.5365853658536586
1,0.6319742489270386,0.5813953488372093,0.5541871921182266,0.5674653215636822
1,0.6169527896995708,0.5681818181818182,0.49382716049382713,0.5284015852047556
1,0.6148068669527897,0.5577889447236181,0.5481481481481482,0.5529265255292652
1,0.6109324758842444,0.5595567867036011,0.4975369458128079,0.5267275097783573
1,0.5937834941050375,0.5363881401617251,0.49014778325123154,0.5122265122265123
1,0.6330472103004292,0.5914285714285714,0.5098522167487685,0.5476190476190476
1,0.6233905579399142,0.5671641791044776,0.562962962962963,0.5650557620817844
1,0.6341201716738197,0.5776699029126213,0.5876543209876544,0.5826193390452876
1,0.6130760986066452,0.5590551181102362,0.5246305418719212,0.5412960609911054
1,0.6184351554126474,0.5675675675675675,0.5172413793103449,0.5412371134020619
1,0.6319742489270386,0.5805626598465473,0.5591133004926109,0.5696361355081556
1,0.6223175965665236,0.5677749360613811,0.5481481481481482,0.5577889447236182
1,0.6405579399141631,0.5921052631578947,0.5555555555555556,0.5732484076433121
1,0.62486602357985,0.5769230769230769,0.5172413793103449,0.5454545454545454
1,0.6162915326902465,0.5652173913043478,0.5123152709359606,0.5374677002583979
1,0.6545064377682404,0.6060606060606061,0.5911330049261084,0.5985037406483791
1,0.628755364806867,0.5750636132315522,0.5580246913580247,0.5664160401002506
1,0.6223175965665236,0.5691906005221932,0.5382716049382716,0.5532994923857868
1,0.6227224008574491,0.5725806451612904,0.5246305418719212,0.5475578406169666
1,0.6345123258306538,0.583547557840617,0.5591133004926109,0.5710691823899371
1,0.6459227467811158,0.5969387755102041,0.5763546798029556,0.5864661654135338
1,0.6276824034334764,0.5747422680412371,0.5506172839506173,0.5624211853720049
1,0.6137339055793991,0.5569620253164557,0.5432098765432098,0.5499999999999999
1,0.6227224008574491,0.5725806451612904,0.5246305418719212,0.5475578406169666
1,0.6109324758842444,0.5538847117794486,0.5443349753694581,0.5490683229813664
1,0.6115879828326181,0.5561224489795918,0.5369458128078818,0.5463659147869674
1,0.657725321888412,0.6119791666666666,0.5802469135802469,0.5956907477820026
1,0.6105150214592274,0.5561497326203209,0.5135802469135803,0.5340179717586649
1,0.632368703108253,0.5822454308093995,0.5492610837438424,0.5652724968314322
1,0.6195069667738478,0.5662337662337662,0.5369458128078818,0.5512010113780026
1,0.6330472103004292,0.5864864864864865,0.5344827586206896,0.5592783505154639
1,0.6169527896995708,0.5612244897959183,0.5432098765432098,0.5520702634880802
1,0.6373390557939914,0.5917808219178082,0.5333333333333333,0.561038961038961
1,0.6345123258306538,0.581453634085213,0.5714285714285714,0.5763975155279503
1,0.6377277599142551,0.5913978494623656,0.541871921182266,0.5655526992287918
1,0.6105150214592274,0.5564304461942258,0.5221674876847291,0.5387547649301143
1,0.6298283261802575,0.5789473684210527,0.5432098765432098,0.5605095541401274
1,0.619098712446352,0.5710227272727273,0.4962962962962963,0.5310435931307794
1,0.6484458735262594,0.6059782608695652,0.5492610837438424,0.5762273901808787
1,0.6227224008574491,0.5681818181818182,0.5541871921182266,0.5610972568578555
1,0.621244635193133,0.5684754521963824,0.541871921182266,0.5548549810844893
1,0.6072961373390557,0.554016620498615,0.49382716049382713,0.5221932114882506
1,0.6341201716738197,0.5855614973262032,0.5407407407407407,0.5622593068035945
1,0.6162915326902465,0.5631578947368421,0.5270935960591133,0.5445292620865141
1,0.6055734190782422,0.5502645502645502,0.5123152709359606,0.5306122448979592
1,0.6523605150214592,0.6102150537634409,0.5591133004926109,0.583547557840617
1,0.6169527896995708,0.5606060606060606,0.5481481481481482,0.5543071161048688
1,0.6105150214592274,0.5552631578947368,0.5209876543209877,0.537579617834395
1,0.6184351554126474,0.5672043010752689,0.5197044334975369,0.5424164524421593
1,0.632368703108253,0.5770171149144254,0.5812807881773399,0.5791411042944785
1,0.6223175965665236,0.572972972972973,0.5221674876847291,0.5463917525773196
1,0.628755364806867,0.5766233766233766,0.5481481481481482,0.5620253164556961
1,0.6083690987124464,0.5558659217877095,0.49135802469135803,0.5216251638269986
1,0.6312968917470525,0.5861111111111111,0.5197044334975369,0.5509138381201044
1,0.6452304394426581,0.6005361930294906,0.5517241379310345,0.5750962772785623
1,0.5997854077253219,0.5430809399477807,0.5123152709359606,0.5272496831432193
1,0.6051502145922747,0.5504087193460491,0.49876543209876545,0.5233160621761658
1,0.6394849785407726,0.5905511811023622,0.5555555555555556,0.5725190839694656
1,0.6355841371918542,0.5808823529411765,0.583743842364532,0.5823095823095822
1,0.6291532690246516,0.5867052023121387,0.5,0.5398936170212766
1,0.6341201716738197,0.583547557840617,0.5591133004926109,0.5710691823899371
1,0.5912017167381974,0.531578947368421,0.49876543209876545,0.5146496815286624
1,0.6072961373390557,0.5511811023622047,0.5185185185185185,0.5343511450381679
1,0.639871382636656,0.5925925925925926,0.5517241379310345,0.5714285714285714
1,0.6216505894962486,0.5710455764075067,0.5246305418719212,0.546854942233633
1,0.6051502145922747,0.5494791666666666,0.5197044334975369,0.5341772151898735
1,0.6126609442060086,0.5578947368421052,0.5234567901234568,0.5401273885350318
1,0.6373390557939914,0.5856777493606138,0.5654320987654321,0.5753768844221105
1,0.6120042872454448,0.5555555555555556,0.541871921182266,0.5486284289276808
1,0.6495176848874598,0.6076294277929155,0.5492610837438424,0.5769728331177232
1,0.6244635193133047,0.5740740740740741,0.5344827586206896,0.5535714285714285
1,0.6126609442060086,0.5578947368421052,0.5234567901234568,0.5401273885350318
1,0.6244635193133047,0.5766016713091922,0.5111111111111111,0.5418848167539266
1,0.62486602357985,0.5714285714285714,0.5517241379310345,0.5614035087719299
1,0.6195069667738478,0.5710306406685237,0.5049261083743842,0.5359477124183007
1,0.6362660944206009,0.5888594164456233,0.5467980295566502,0.5670498084291188
1,0.6298283261802575,0.5773195876288659,0.5530864197530864,0.5649432534678437
1,0.6244635193133047,0.5741239892183289,0.5259259259259259,0.5489690721649484
1,0.6441586280814576,0.595360824742268,0.5689655172413793,0.5818639798488665
1,0.6377277599142551,0.5977011494252874,0.5123152709359606,0.5517241379310346
1,0.5987124463519313,0.5394088669950738,0.5394088669950738,0.5394088669950738
1,0.6298283261802575,0.5793650793650794,0.5407407407407407,0.5593869731800766
1,0.6158798283261803,0.5626666666666666,0.5209876543209877,0.5410256410256411
1,0.6152197213290461,0.5636856368563685,0.5123152709359606,0.5367741935483871
1,0.6045016077170418,0.5485564304461942,0.5147783251231527,0.531130876747141
1,0.6362660944206009,0.5835411471321695,0.5763546798029556,0.5799256505576208
1,0.6555793991416309,0.6122994652406417,0.5654320987654321,0.5879332477535301
1,0.6233905579399142,0.5775862068965517,0.4962962962962963,0.5338645418326693
1,0.6366559485530546,0.587012987012987,0.5566502463054187,0.5714285714285715
1,0.6355841371918542,0.5859375,0.5541871921182266,0.569620253164557
1,0.6126609442060086,0.5616438356164384,0.5049261083743842,0.5317769130998702
1,0.6158798283261803,0.5681159420289855,0.4839506172839506,0.5226666666666666
1,0.6040772532188842,0.5430622009569378,0.5604938271604938,0.551640340218712
1,0.62486602357985,0.5732984293193717,0.5394088669950738,0.5558375634517766
1,0.6162915326902465,0.5634920634920635,0.5246305418719212,0.5433673469387755
1,0.6362660944206009,0.5943661971830986,0.5197044334975369,0.5545335085413928
1,0.6094420600858369,0.5535248041775457,0.5234567901234568,0.5380710659898477
1,0.6298283261802575,0.581081081081081,0.5308641975308642,0.5548387096774193
1,0.6345123258306538,0.5806451612903226,0.5763546798029556,0.5784919653893696
1,0.6120042872454448,0.5567010309278351,0.5320197044334976,0.544080604534005
1,0.6351931330472103,0.5873015873015873,0.5467980295566502,0.5663265306122449
1,0.6330472103004292,0.5858310626702997,0.5308641975308642,0.5569948186528497
1,0.6459227467811158,0.6050420168067226,0.5333333333333333,0.5669291338582677
1,0.6280814576634512,0.5732009925558312,0.5689655172413793,0.5710754017305315
1,0.5980707395498392,0.5434173669467787,0.47783251231527096,0.5085190039318479
1,0.5976394849785408,0.5422343324250681,0.49014778325123154,0.5148771021992238
1,0.6384120171673819,0.5876288659793815,0.562962962962963,0.575031525851198
1,0.6072961373390557,0.5476772616136919,0.5530864197530864,0.5503685503685503
1,0.6291532690246516,0.5797872340425532,0.5369458128078818,0.557544757033248
1,0.617363344051447,0.5604938271604938,0.5591133004926109,0.5598027127003699
1,0.6137339055793991,0.5631868131868132,0.5049261083743842,0.5324675324675325
1,0.6319742489270386,0.5895953757225434,0.5037037037037037,0.5432756324900133
1,0.619098712446352,0.5628140703517588,0.5530864197530864,0.5579078455790785
1,0.6345123258306538,0.5871313672922251,0.5394088669950738,0.5622593068035943
1,0.6077170418006431,0.5518134715025906,0.5246305418719212,0.537878787878788
1,0.6394849785407726,0.5940860215053764,0.5443349753694581,0.5681233933161953
1,0.6083690987124464,0.5543478260869565,0.5037037037037037,0.5278137128072445
1,0.6416309012875536,0.5903307888040712,0.5728395061728395,0.581453634085213
1,0.5980707395498392,0.5404699738903395,0.5098522167487685,0.5247148288973383
1,0.639871382636656,0.5966850828729282,0.5320197044334976,0.5625
1,0.6362660944206009,0.5856777493606138,0.5640394088669951,0.5746549560853199
1,0.628755364806867,0.5799457994579946,0.528395061728395,0.5529715762273901
1,0.6266094420600858,0.5744125326370757,0.5432098765432098,0.5583756345177665
1,0.6312968917470525,0.5870786516853933,0.5147783251231527,0.5485564304461942
1,0.6120042872454448,0.5578947368421052,0.5221674876847291,0.5394402035623409
1,0.6255364806866953,0.575197889182058,0.5369458128078818,0.5554140127388535
1,0.6384120171673819,0.5876288659793815,0.562962962962963,0.575031525851198
1,0.6051502145922747,0.5463659147869674,0.5382716049382716,0.5422885572139303
1,0.6259378349410504,0.5728900255754475,0.5517241379310345,0.562107904642409
1,0.609860664523044,0.5586592178770949,0.49261083743842365,0.5235602094240838
1,0.5987124463519313,0.5402010050251256,0.5295566502463054,0.5348258706467661
1,0.6266094420600858,0.5780821917808219,0.5209876543209877,0.5480519480519481
1,0.6330472103004292,0.579746835443038,0.5654320987654321,0.5725
1,0.5959271168274384,0.5403899721448467,0.47783251231527096,0.5071895424836601
1,0.6087888531618435,0.554089709762533,0.5172413793103449,0.5350318471337581
1,0.6266094420600858,0.5703883495145631,0.5788177339901478,0.5745721271393643
1,0.6351931330472103,0.5848563968668408,0.5530864197530864,0.5685279187817259
1,0.6362660944206009,0.5846153846153846,0.562962962962963,0.5735849056603773
1,0.6291532690246516,0.5728155339805825,0.5812807881773399,0.5770171149144254
1,0.6216505894962486,0.5726027397260274,0.5147783251231527,0.5421530479896239
1,0.6051502145922747,0.5513513513513514,0.5024630541871922,0.5257731958762887
1,0.630901287553648,0.5864022662889519,0.5111111111111111,0.5461741424802111
1,0.6169527896995708,0.5606060606060606,0.5481481481481482,0.5543071161048688
1,0.6152197213290461,0.5658263305322129,0.4975369458128079,0.5294888597640891
1,0.6312968917470525,0.5837837837837838,0.5320197044334976,0.5567010309278351
1,0.630901287553648,0.5790816326530612,0.5591133004926109,0.5689223057644109
